Category	SubCategory	CatID	CatShort	Category_zh	SubCategory_zh	Synonyms_zh
WHISTLES	MECHANICAL	WHSTMech	WHST	哨音	机械设备	船笛、嘟嘟、警笛、茶壶、火车汽笛
WHISTLES	MISC	WHSTMisc	WHST	哨音	其它	鼻笛
WIND	DESIGNED	WINDDsgn	WIND	风	声音设计	风力机、合成的、人工的、音调
WIND	GENERAL	WIND	WIND	风	通用	各种各样的
WIND	GUST	WINDGust	WIND	风	阵风	阵风、大风、小束、微风、飘、大风、乱舞
WIND	INTERIOR	WINDInt	WIND	风	室内	室内、百叶窗、摩擦、呻吟、草稿
WIND	TONAL	WINDTonl	WIND	风	音乐性	嚎叫、口哨、呻吟、音调
WIND	TURBULENT	WINDTurb	WIND	风	汹涌澎湃	旋风、 狂风、 强风、 飓风、 台风
WIND	VEGETATION	WINDVege	WIND	风	植物	树叶、植被、草、树、叶子、植物、沙沙声
WINDOWS	COVERING	WNDWCover	WNDW	窗户	遮挡物	窗帘、百叶窗、百叶窗、遮罩、 遮光罩
WINDOWS	HARDWARE	WNDWHdwr	WNDW	窗户	窗具	窗户栓、 窗锁、窗户、车窗密封条
WINDOWS	KNOCK	WNDWKnck	WNDW	窗户	敲窗	敲击、窗格、晃动
WINDOWS	METAL	WNDWMetl	WNDW	窗户	金属	金属框架
WINDOWS	MISC	WNDWMisc	WNDW	窗户	其它	各种各样的
WINDOWS	PLASTIC	WNDWPlas	WNDW	窗户	塑料	塑料框架
WINDOWS	WOOD	WNDWWood	WNDW	窗户	木质	木框
WINGS	BIRD	WINGBird	WING	翅膀	鸟	鸟翼、 扑动、 飞过
WINGS	CREATURE	WINGCrea	WING	翅膀	生物	龙翼、仙女翼、狮鹫翼、狮身人面像翼、天使翼、凤凰翼、巨鸟翼
WINGS	INSECT	WINGInsc	WING	翅膀	昆虫	飞、蜜蜂、蜻蜓、蛾、蝴蝶、甲虫、圣甲虫、大黄蜂、黄蜂、蝗虫
WINGS	MISC	WINGMisc	WING	翅膀	其它	各种各样的
WOOD	BREAK	WOODBrk	WOOD	木头	断裂	断裂、裂缝、撕裂、破碎、咬合、碎片
WOOD	CRASH & DEBRIS	WOODCrsh	WOOD	木头	碎片	坠落、碎片、坠毁、坠落、木材
WOOD	FRICTION	WOODFric	WOOD	木头	挤压	压力、擦伤、吱吱声、尖叫声
WOOD	HANDLE	WOODHndl	WOOD	木头	抓取	处理、抓取、设置、拾取、放下、扔、接住
WOOD	IMPACT	WOODImpt	WOOD	木头	击打	击中、跌落、撞击、撞毁、 砰、 劈、 碰、 铛
WOOD	MISC	WOODMisc	WOOD	木头	其它	各种各样的
WOOD	MOVEMENT	WOODMvmt	WOOD	木头	移动	拖动、滚动、摇晃、晃动
WOOD	TONAL	WOODTonl	WOOD	木头	音乐性	金属、 拔剑、 瑜伽、 敲击、 音律
